customer_id,region,income,debt,loan_amount,loan_purpose,township_flag,load_shedding_hours,transaction_frequency,support_tickets,days_since_last_contact,churned,income_missing,township_flag_missing,debt_to_income,load_shedding_sin,load_shedding_cos,has_support_ticket,log_support_tickets,loan_to_income,days_since_contact_log,township_x_loadshedding,region_mean_income,region_mean_debt_to_income,region_mean_loan_amount,region_mean_transaction_frequency
CUST_005606,Cape Town,6992.838129804818,2368.7474986185944,3310.382888075284,car,1.0,3.0,17.0,0.0,19.0,0.0,0,0,0.33873907198316777,0.7071067811865476,0.7071067811865476,0,0.0,0.4733961842997333,2.995732273553991,3.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_010239,Port Elizabeth,,,,debt_consolidation,0.0,4.0,7.0,3.0,23.0,1.0,1,0,,0.8660254037844386,0.5000000000000001,1,1.3862943611198906,,3.1780538303479458,0.0,17029.680743064262,0.34972743004557005,8594.449711102769,9.010204081632653
CUST_012553,Johannesburg,21010.961066786524,13979.54734154576,1000.0,consolidation,1.0,5.0,11.0,2.0,114.0,1.0,0,0,0.6653454497921181,0.9659258262890683,0.25881904510252074,1,1.0986122886681098,0.04759420555877232,4.74493212836325,5.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_010889,Gqeberha,28383.909766400186,18286.05028334757,27096.057114491003,home_improvement,0.0,5.0,9.0,0.0,111.0,1.0,0,0,0.6442400089995324,0.9659258262890683,0.25881904510252074,0,0.0,0.9546273694318992,4.718498871295094,0.0,18067.02835030883,0.33732506546772395,8702.452963901787,8.726141078838173
CUST_000459,Johannesburg,,,,debt_consolidation,0.0,8.0,3.0,0.0,0.0,1.0,1,0,,0.8660254037844387,-0.4999999999999998,0,0.0,,0.0,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_013925,Cape Town,,,,business,1.0,8.0,9.0,0.0,32.0,0.0,1,0,,0.8660254037844387,-0.4999999999999998,0,0.0,,3.4965075614664802,8.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_009732,Durban,27880.28101170369,12561.515996677095,25713.583391047283,home_improvement,0.0,3.0,2.0,0.0,18.0,0.0,0,0,0.4505519865959735,0.7071067811865476,0.7071067811865476,0,0.0,0.9222856606163021,2.9444389791664403,0.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_012929,Durban,,,,debt_consolidation,1.0,6.0,11.0,0.0,79.0,0.0,1,0,,1.0,6.123233995736766e-17,0,0.0,,4.382026634673881,6.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_010181,Durban,,,,home_improvement,1.0,8.0,6.0,0.0,20.0,0.0,1,0,,0.8660254037844387,-0.4999999999999998,0,0.0,,3.044522437723423,8.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_014926,Johannesburg,18567.72400477782,10107.259926326036,9264.309000369649,debt_consolidation,0.0,2.0,7.0,0.0,5.0,0.0,0,0,0.5443456572127661,0.49999999999999994,0.8660254037844387,0,0.0,0.49894693598341777,1.791759469228055,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_002579,Cape Town,7810.299604511072,1238.253105274752,3530.280395337956,home_improvement,0.0,4.0,10.0,0.0,17.0,1.0,0,0,0.1585410506607918,0.8660254037844386,0.5000000000000001,0,0.0,0.4520031975852677,2.8903717578961645,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_002300,Johannesburg,32498.4208474961,7928.04879911642,22297.85504876992,business,1.0,4.0,15.0,2.0,7.0,0.0,0,0,0.24395181649963926,0.8660254037844386,0.5000000000000001,1,1.0986122886681098,0.6861211858079529,2.0794415416798357,4.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_010756,Durban,14206.66102691657,6402.035825172372,6495.605407022137,education,0.0,5.0,8.0,2.0,3.0,0.0,0,0,0.4506362060052528,0.9659258262890683,0.25881904510252074,1,1.0986122886681098,0.4572225236257327,1.3862943611198906,0.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_000095,Durban,11715.589305833211,5251.215169125399,4179.189119249688,debt_consolidation,0.0,6.0,12.0,4.0,88.0,0.0,0,0,0.4482245862366318,1.0,6.123233995736766e-17,1,1.6094379124341003,0.35672035013798775,4.48863636973214,0.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_007499,Johannesburg,11373.40020356748,2827.0676284022256,9561.921313113173,home_improvement,1.0,4.0,14.0,3.0,8.0,1.0,0,0,0.2485683768971273,0.8660254037844386,0.5000000000000001,1,1.3862943611198906,0.8407267081056286,2.1972245773362196,4.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_014266,Johannesburg,25670.18772833276,2874.799501246654,4978.7932069253975,home_improvement,0.0,3.0,12.0,0.0,61.0,0.0,0,0,0.11198981213813539,0.7071067811865476,0.7071067811865476,0,0.0,0.19395234891212706,4.127134385045092,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_001716,Pretoria,,,,debt_consolidation,1.0,6.0,7.0,0.0,28.0,0.0,1,0,,1.0,6.123233995736766e-17,0,0.0,,3.367295829986474,6.0,16579.33559776251,0.3340389481012732,8287.958692623892,8.7
CUST_004111,Cape Town,13616.455133875816,6169.832676283961,9247.95242763579,business,0.0,5.0,8.0,0.0,35.0,0.0,0,0,0.45311592596036904,0.9659258262890683,0.25881904510252074,0,0.0,0.6791747438456425,3.58351893845611,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_008266,Johannesburg,,,,debt_consolidation,0.0,5.0,7.0,1.0,20.0,0.0,1,0,,0.9659258262890683,0.25881904510252074,1,0.6931471805599453,,3.044522437723423,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_004919,Durban,70156.60395412252,35509.51003420273,47872.7123420607,car_loan,1.0,5.0,8.0,5.0,24.0,1.0,0,0,0.5061463644594806,0.9659258262890683,0.25881904510252074,1,1.791759469228055,0.6823692944625154,3.2188758248682006,5.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_009179,Cape Town,10025.726038360535,4256.610165428983,9325.6819944059,car,1.0,7.0,10.0,4.0,6.0,0.0,0,0,0.4245687692983329,0.9659258262890683,-0.25881904510252063,1,1.6094379124341003,0.9301752270831939,1.9459101490553132,7.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_006505,Johannesburg,2741.425343890333,1309.1165982790596,1130.385067829951,debt_consolidation,1.0,9.0,9.0,5.0,58.0,1.0,0,0,0.47753136929175083,0.7071067811865476,-0.7071067811865475,1,1.791759469228055,0.4123347988845216,4.07753744390572,9.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_010576,Pretoria,12398.323030494106,0.0,4460.832151205799,medical,0.0,4.0,7.0,0.0,37.0,0.0,0,0,0.0,0.8660254037844386,0.5000000000000001,0,0.0,0.3597931865651691,3.6375861597263857,0.0,16579.33559776251,0.3340389481012732,8287.958692623892,8.7
CUST_005089,Cape Town,9035.0,2371.0601552759817,3005.690032448247,car,0.0,6.0,10.0,0.0,23.0,0.0,0,0,0.262430565055449,1.0,6.123233995736766e-17,0,0.0,0.3326718353567512,3.1780538303479458,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_007703,Durban,,,,education,1.0,6.0,12.0,0.0,14.0,0.0,1,0,,1.0,6.123233995736766e-17,0,0.0,,2.70805020110221,6.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_013878,Johannesburg,6166.816063146572,2523.25953455174,4628.127665549119,debt_consolidation,0.0,2.0,8.0,0.0,40.0,1.0,0,0,0.4091673091453073,0.49999999999999994,0.8660254037844387,0,0.0,0.7504890073189003,3.713572066704308,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_007806,Johannesburg,24885.20223053352,6261.257406077372,13191.576653492044,other,0.0,4.0,11.0,0.0,20.0,0.0,0,0,0.25160564692518217,0.8660254037844386,0.5000000000000001,0,0.0,0.5300972253022846,3.044522437723423,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_009301,Johannesburg,8286.963019215054,752.8683746000028,7632.285804861583,car,1.0,11.0,9.0,2.0,73.0,1.0,0,0,0.09084973262874713,0.258819045102521,-0.9659258262890682,1,1.0986122886681098,0.9209991389082507,4.30406509320417,11.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_012887,Johannesburg,9185.49291200292,2866.1744285883938,1000.0,other,0.0,8.0,6.0,0.0,133.0,1.0,0,0,0.31203272987594277,0.8660254037844387,-0.4999999999999998,0,0.0,0.10886732041274283,4.897839799950911,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_008348,Johannesburg,23373.26673955265,11200.463055912973,11073.09557303187,education,0.0,5.0,8.0,0.0,104.0,0.0,0,0,0.479199727651221,0.9659258262890683,0.25881904510252074,0,0.0,0.47375044731311705,4.653960350157523,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_008480,Pretoria,,,,debt_consolidation,1.0,7.0,13.0,0.0,75.0,0.0,1,0,,0.9659258262890683,-0.25881904510252063,0,0.0,,4.330733340286331,7.0,16579.33559776251,0.3340389481012732,8287.958692623892,8.7
CUST_009885,Johannesburg,,1042.141967845398,3105.829728063776,car,1.0,5.0,10.0,0.0,9.0,0.0,1,0,,0.9659258262890683,0.25881904510252074,0,0.0,,2.302585092994046,5.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_007616,Cape Town,12892.286189077442,4192.873288345972,2377.217868818932,medical,0.0,5.0,8.0,2.0,87.0,0.0,0,0,0.32522341087170736,0.9659258262890683,0.25881904510252074,1,1.0986122886681098,0.1843907150333779,4.477336814478207,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_003895_DUP,Durban,8411.11471376525,626.9700998061885,5221.599570762148,home_improvement,0.0,4.0,6.0,0.0,90.0,1.0,0,0,0.0745406668607334,0.8660254037844386,0.5000000000000001,0,0.0,0.6207975694608842,4.51085950651685,0.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_006187,Durban,18045.58364814624,6781.017392827326,12976.568350741094,home_improvement,0.0,8.0,10.0,2.0,35.0,0.0,0,0,0.37577157519778626,0.8660254037844387,-0.4999999999999998,1,1.0986122886681098,0.7190993987093419,3.58351893845611,0.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_011754,Johannesburg,12873.075221320929,5024.961570366663,3626.8469045437073,auto,0.0,2.0,11.0,1.0,90.0,1.0,0,0,0.3903466331062923,0.49999999999999994,0.8660254037844387,1,0.6931471805599453,0.28173896619020533,4.51085950651685,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_009480,Johannesburg,,,,medical,0.0,3.0,7.0,0.0,45.0,0.0,1,0,,0.7071067811865476,0.7071067811865476,0,0.0,,3.828641396489095,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_007358,Pretoria,19837.0,7984.862438481344,10885.48091429968,business,0.0,4.0,3.0,0.0,11.0,1.0,0,0,0.4025236899975472,0.8660254037844386,0.5000000000000001,0,0.0,0.548746328290552,2.4849066497880004,0.0,16579.33559776251,0.3340389481012732,8287.958692623892,8.7
CUST_013017,Gqeberha,12686.755138702789,5960.477512394739,5933.329005368399,home_improvement,0.0,3.0,8.0,0.0,27.0,1.0,0,0,0.469818913286301,0.7071067811865476,0.7071067811865476,0,0.0,0.4676790038508678,3.332204510175204,0.0,18067.02835030883,0.33732506546772395,8702.452963901787,8.726141078838173
CUST_009401,Durban,6347.601532723087,2642.699106614584,1555.5753528483374,business,1.0,5.0,13.0,2.0,40.0,1.0,0,0,0.41633034036414696,0.9659258262890683,0.25881904510252074,1,1.0986122886681098,0.24506506037422987,3.713572066704308,5.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_012240,Pretoria,,,,home improvement,0.0,2.0,4.0,3.0,134.0,0.0,1,0,,0.49999999999999994,0.8660254037844387,1,1.3862943611198906,,4.90527477843843,0.0,16579.33559776251,0.3340389481012732,8287.958692623892,8.7
CUST_014807_DUP,Johannesburg,13567.0,5701.897760897581,10550.61252401037,education,1.0,8.0,10.0,0.0,11.0,0.0,0,0,0.4202769780273886,0.8660254037844387,-0.4999999999999998,0,0.0,0.7776673195260831,2.4849066497880004,8.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_011167,Johannesburg,,,,car,1.0,4.0,6.0,0.0,30.0,0.0,1,0,,0.8660254037844386,0.5000000000000001,0,0.0,,3.4339872044851463,4.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_008183,Johannesburg,3792.473142984046,2156.274484594341,2397.4267155185003,debt_consolidation,0.0,1.0,7.0,3.0,34.0,0.0,0,0,0.5685668436659546,0.25881904510252074,0.9659258262890683,1,1.3862943611198906,0.6321539072606652,3.5553480614894135,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_004603,Pretoria,15389.95175850966,2790.1216499489487,13581.062242414482,home_improvement,0.0,4.0,6.0,3.0,35.0,1.0,0,0,0.1812950224750503,0.8660254037844386,0.5000000000000001,1,1.3862943611198906,0.8824629508604549,3.58351893845611,0.0,16579.33559776251,0.3340389481012732,8287.958692623892,8.7
CUST_009987,Johannesburg,6264.43790276519,2473.575145021786,3637.606387851798,other,1.0,7.0,12.0,0.0,10.0,1.0,0,0,0.3948598714546956,0.9659258262890683,-0.25881904510252063,0,0.0,0.5806756239448266,2.3978952727983707,7.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_001168,Cape Town,4111.706747452737,1313.019519774744,3242.247862907582,education,1.0,8.0,9.0,0.0,259.0,0.0,0,0,0.31933685946551976,0.8660254037844387,-0.4999999999999998,0,0.0,0.7885406382437665,5.560681631015528,8.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_005283,Johannesburg,29399.10134489378,15800.540124710877,14703.841331670386,debt_consolidation,0.0,5.0,8.0,3.0,4.0,0.0,0,0,0.5374497655335717,0.9659258262890683,0.25881904510252074,1,1.3862943611198906,0.5001459452509504,1.6094379124341003,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_003797,Cape Town,25832.669867692854,8754.416432993403,12010.728239762895,business,0.0,2.0,8.0,0.0,0.0,1.0,0,0,0.3388893396552073,0.49999999999999994,0.8660254037844387,0,0.0,0.46494335665954095,0.0,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_010368,Cape Town,16738.321476805027,9926.093663385476,4530.073452810294,business,0.0,6.0,4.0,2.0,20.0,0.0,0,0,0.5930160725578408,1.0,6.123233995736766e-17,1,1.0986122886681098,0.27064084407076305,3.044522437723423,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_013585,Johannesburg,6231.0,2200.431804601063,1000.0,car,0.0,8.0,5.0,0.0,84.0,0.0,0,0,0.35314264236897175,0.8660254037844387,-0.4999999999999998,0,0.0,0.16048788316482104,4.442651256490317,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_011865,Durban,2672.5653579518325,960.5444831750518,1245.066219221147,car,1.0,7.0,7.0,0.0,27.0,0.0,0,0,0.35940916480006385,0.9659258262890683,-0.25881904510252063,0,0.0,0.46586932496024175,3.332204510175204,7.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_010388,Pretoria,4140.220721992289,1084.2372650613197,3094.4863953322606,car,0.0,2.0,7.0,0.0,4.0,0.0,0,0,0.26187909724281094,0.49999999999999994,0.8660254037844387,0,0.0,0.7474206336137516,1.6094379124341003,0.0,16579.33559776251,0.3340389481012732,8287.958692623892,8.7
CUST_006815,Cape Town,,,,education,0.0,4.0,14.0,0.0,123.0,0.0,1,0,,0.8660254037844386,0.5000000000000001,0,0.0,,4.820281565605037,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_001592,Pretoria,6187.0,2696.0890571415484,2649.3679176532805,debt_consolidation,1.0,4.0,9.0,0.0,84.0,1.0,0,0,0.43576677826758503,0.8660254037844386,0.5000000000000001,0,0.0,0.42821527681481825,4.442651256490317,4.0,16579.33559776251,0.3340389481012732,8287.958692623892,8.7
CUST_003436,Cape Town,7625.706882143282,3465.917479476201,1000.0,debt_consolidation,0.0,3.0,7.0,1.0,79.0,0.0,0,0,0.4545044194646608,0.7071067811865476,0.7071067811865476,1,0.6931471805599453,0.13113538396573404,4.382026634673881,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_010281,Cape Town,46762.72446224593,25439.598499999345,24530.8607517197,other,0.0,6.0,6.0,0.0,257.0,0.0,0,0,0.5440144643526513,1.0,6.123233995736766e-17,0,0.0,0.5245815130280698,5.552959584921617,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_003049_DUP,Cape Town,27781.484983348542,14851.52221993299,13473.147814240114,debt_consolidation,0.0,3.0,9.0,2.0,88.0,0.0,0,0,0.5345834547301767,0.7071067811865476,0.7071067811865476,1,1.0986122886681098,0.48496859769431144,4.48863636973214,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_009262,Cape Town,21881.4651816169,10451.976867615656,9915.326048910742,debt_consolidation,0.0,5.0,6.0,0.0,11.0,0.0,0,0,0.4776634828090302,0.9659258262890683,0.25881904510252074,0,0.0,0.453138122452642,2.4849066497880004,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_001352_DUP,Cape Town,3037.3555790504347,917.6286641299006,1230.9938300131737,other,1.0,5.0,13.0,0.0,0.0,1.0,0,0,0.30211433605570076,0.9659258262890683,0.25881904510252074,0,0.0,0.4052847281048398,0.0,5.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_005511,Johannesburg,3469.7727308151816,1294.3002499781494,2768.7521068901247,other,0.0,4.0,12.0,3.0,7.0,0.0,0,0,0.37302162141151796,0.8660254037844386,0.5000000000000001,1,1.3862943611198906,0.797963532971694,2.0794415416798357,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_002938,Cape Town,13291.380562414,3076.1468458848976,3558.8691176745856,other,0.0,4.0,5.0,0.0,17.0,0.0,0,0,0.23143922720742585,0.8660254037844386,0.5000000000000001,0,0.0,0.2677576720463881,2.8903717578961645,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_009354,Johannesburg,46468.64597367601,29208.24012991895,17018.149255076278,other,0.0,6.0,8.0,0.0,69.0,0.0,0,0,0.6285580205299097,1.0,6.123233995736766e-17,0,0.0,0.36622864511087494,4.248495242049359,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_012691,Cape Town,7901.256852776282,3692.394067093869,5285.39618595361,debt_consolidation,1.0,9.0,9.0,0.0,41.0,1.0,0,0,0.4673173060810527,0.7071067811865476,-0.7071067811865475,0,0.0,0.668931068111837,3.7376696182833684,9.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_012082,Durban,11205.07144553443,1677.865348744515,8330.788816795597,debt_consolidation,1.0,5.0,9.0,0.0,32.0,0.0,0,0,0.1497416019969419,0.9659258262890683,0.25881904510252074,0,0.0,0.7434837749397551,3.4965075614664802,5.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_005230,Cape Town,47250.94551044878,11084.138828416571,29026.82312430198,car,1.0,6.0,13.0,0.0,5.0,0.0,0,0,0.23458025461025947,1.0,6.123233995736766e-17,0,0.0,0.614312006050401,1.791759469228055,6.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_004518,Gqeberha,33604.88534014704,8554.292037527244,17475.10562448171,debt_consolidation,0.0,3.0,10.0,0.0,42.0,1.0,0,0,0.25455501338395026,0.7071067811865476,0.7071067811865476,0,0.0,0.5200168203997582,3.7612001156935624,0.0,18067.02835030883,0.33732506546772395,8702.452963901787,8.726141078838173
CUST_011162,Johannesburg,29003.32313040192,2784.889363398093,18194.92621433452,medical,0.0,3.0,9.0,0.0,57.0,0.0,0,0,0.09601966474244845,0.7071067811865476,0.7071067811865476,0,0.0,0.6273393615113779,4.060443010546419,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_002867,Cape Town,13186.0,6130.540287824439,6686.021668072561,education,0.0,5.0,10.0,0.0,60.0,0.0,0,0,0.46492797571852257,0.9659258262890683,0.25881904510252074,0,0.0,0.5070545781944912,4.110873864173311,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_008848,Durban,,,,car,1.0,4.0,13.0,0.0,26.0,0.0,1,0,,0.8660254037844386,0.5000000000000001,0,0.0,,3.295836866004329,4.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_007188,Cape Town,8093.0,3255.133392644582,1000.0,debt_consolidation,0.0,0.0,10.0,0.0,213.0,1.0,0,0,0.4022159140793997,0.0,1.0,0,0.0,0.12356357345854442,5.365976015021851,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_013475,Cape Town,18300.0,5550.799478238598,11207.910453175164,vehicle,0.0,4.0,12.0,0.0,14.0,0.0,0,0,0.30332237586003263,0.8660254037844386,0.5000000000000001,0,0.0,0.6124541231243259,2.70805020110221,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_010165,Pretoria,,,,debt_consolidation,1.0,2.0,8.0,0.0,267.0,0.0,1,0,,0.49999999999999994,0.8660254037844387,0,0.0,,5.5909869805108565,2.0,16579.33559776251,0.3340389481012732,8287.958692623892,8.7
CUST_002019,Johannesburg,,,,other,1.0,3.0,15.0,0.0,25.0,0.0,1,0,,0.7071067811865476,0.7071067811865476,0,0.0,,3.258096538021482,3.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_008852,Cape Town,62535.06229885903,22403.412214882093,30842.38063680316,car,0.0,4.0,9.0,0.0,135.0,0.0,0,0,0.35825361631231395,0.8660254037844386,0.5000000000000001,0,0.0,0.4932014057874519,4.912654885736052,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_006759,Pretoria,,,,medical,0.0,2.0,6.0,2.0,73.0,0.0,1,0,,0.49999999999999994,0.8660254037844387,1,1.0986122886681098,,4.30406509320417,0.0,16579.33559776251,0.3340389481012732,8287.958692623892,8.7
CUST_012176,Durban,13918.519739658394,3645.362235403908,6715.240433767114,debt_consolidation,0.0,6.0,8.0,3.0,115.0,0.0,0,0,0.26190732230073893,1.0,6.123233995736766e-17,1,1.3862943611198906,0.4824680037370072,4.7535901911063645,0.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_002697,Durban,3990.7568733703006,1798.8004674605536,2332.5376141774536,home_improvement,0.0,8.0,9.0,0.0,71.0,0.0,0,0,0.4507416824772436,0.8660254037844387,-0.4999999999999998,0,0.0,0.5844850208094896,4.276666119016055,0.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_005495,Cape Town,12893.156643656734,3405.536358561216,2948.6309794885733,car,1.0,3.0,10.0,0.0,19.0,0.0,0,0,0.2641351883548778,0.7071067811865476,0.7071067811865476,0,0.0,0.22869736721451078,2.995732273553991,3.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_011317,Durban,27757.968378469348,4200.907702348628,9739.11082674122,business,0.0,4.0,12.0,0.0,56.0,0.0,0,0,0.1513406040770293,0.8660254037844386,0.5000000000000001,0,0.0,0.35085820020947306,4.04305126783455,0.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_014527,Cape Town,,,,education,1.0,2.0,10.0,0.0,44.0,0.0,1,0,,0.49999999999999994,0.8660254037844387,0,0.0,,3.8066624897703196,2.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_001720_DUP,Johannesburg,9445.958192650349,1228.4056092648805,3299.821149652952,home_improvement,0.0,2.0,6.0,0.0,254.0,0.0,0,0,0.13004563266230318,0.49999999999999994,0.8660254037844387,0,0.0,0.34933683617406397,5.541263545158426,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_004935,Cape Town,,,,car,1.0,7.0,9.0,1.0,26.0,0.0,1,0,,0.9659258262890683,-0.25881904510252063,1,0.6931471805599453,,3.295836866004329,7.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_014102,Durban,,,,education,1.0,3.0,12.0,0.0,345.0,0.0,1,0,,0.7071067811865476,0.7071067811865476,0,0.0,,5.846438775057725,3.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_010660_DUP,Cape Town,100707.57682601533,46782.14304040124,41515.95712741708,debt_consolidation,0.0,6.0,6.0,0.0,81.0,0.0,0,0,0.46453449198984426,1.0,6.123233995736766e-17,0,0.0,0.41224263790142607,4.406719247264253,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_001794,Durban,,,,debt_consolidation,1.0,9.0,8.0,3.0,69.0,1.0,1,0,,0.7071067811865476,-0.7071067811865475,1,1.3862943611198906,,4.248495242049359,9.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_000273,Port Elizabeth,22870.203660369287,5307.218703220796,11109.82233547968,education,0.0,8.0,7.0,0.0,17.0,0.0,0,0,0.23205821784689346,0.8660254037844387,-0.4999999999999998,0,0.0,0.48577714918784803,2.8903717578961645,0.0,17029.680743064262,0.34972743004557005,8594.449711102769,9.010204081632653
CUST_000775,Durban,6302.012551996835,2718.0031720754387,3049.4921603391995,debt_consolidation,1.0,12.0,14.0,0.0,23.0,0.0,0,0,0.43129129776395336,1.2246467991473532e-16,-1.0,0,0.0,0.4838917941178882,3.1780538303479458,12.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_000485,Cape Town,,,,home_improvement,1.0,6.0,13.0,0.0,3.0,0.0,1,0,,1.0,6.123233995736766e-17,0,0.0,,1.3862943611198906,6.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_011377,Durban,12986.464165814014,3649.310953593458,5402.667657296932,home_improvement,1.0,7.0,12.0,0.0,54.0,1.0,0,0,0.2810088186436476,0.9659258262890683,-0.25881904510252063,0,0.0,0.41602299042406693,4.007333185232471,7.0,17157.33242974949,0.34369649875077674,8275.804512870489,8.566174055829228
CUST_009963,Cape Town,,,,debt_consolidation,0.0,5.0,8.0,3.0,138.0,0.0,1,0,,0.9659258262890683,0.25881904510252074,1,1.3862943611198906,,4.9344739331306915,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
CUST_003627,Johannesburg,19039.72366925748,8364.444944352199,11189.469316465244,business,0.0,4.0,7.0,0.0,62.0,1.0,0,0,0.4393154590713868,0.8660254037844386,0.5000000000000001,0,0.0,0.5876907412544194,4.143134726391533,0.0,17152.090903412907,0.34071420837304034,8323.292528961734,8.581141528001432
CUST_005048,Cape Town,4722.492768189433,3096.6509294991183,1265.627919477938,debt_consolidation,0.0,5.0,10.0,0.0,53.0,0.0,0,0,0.6557238055202677,0.9659258262890683,0.25881904510252074,0,0.0,0.26799996984710467,3.9889840465642745,0.0,17564.22037294,0.3420376293955739,8587.943382298525,8.613938330408624
